REGION,ISO,COUNTRY,INDICATOR,MEASURE,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,175","13,824","13,487","13,978","13,763","13,753","13,790","13,568","14,601","14,478","14,161","12,509","11,802","10,756","9,538","8,902","9,031","9,290","9,235","9,563","10,516","11,897","13,009","14,147","15,403","16,756","18,366","19,786","20,206","20,190","21,383","22,694","23,533","24,643","25,399","25,409","25,400","26,162","26,481"
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,GDP growth,"Growth of GDP, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,5,0,1,1,-1,8,0,-1,-11,-5,-9,-13,-8,0,2,-2,3,10,13,10,9,10,10,11,9,3,1,7,8,5,6,4,1,1,4,2
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,Employment growth,"Growth of employment, percent change",,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,1,-1,-2,-6,-8,0,-1,-1,-3,0,2,8,0,4,3,1,2,3,3,1,3,2,2,1,-1,1,-1,0,0
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,Population growth,"Growth of population, percent change",,4,3,2,4,6,5,4,4,5,5,5,5,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,-1,-2,-1,-1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,-3,3,-2,0,0,-2,7,-4,-3,-10,-4,-4,-5,-8,1,3,1,3,8,5,10,5,7,9,9,6,0,1,5,5,2,5,5,0,2,4,2
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,KAZ,Kazakhstan,Per Capita Income growth,"Growth of GDP per capita, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2,4,-2,0,0,-2,8,-1,-2,-12,-6,-9,-11,-7,1,3,-1,4,10,13,9,9,9,9,10,8,2,0,6,6,4,5,3,0,0,3,1
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,651","13,767","13,884","14,834","15,050","14,494","14,264","14,103","15,533","15,856","16,216","14,935","12,874","11,200","8,981","8,494","9,096","9,998","10,210","10,583","11,159","11,753","11,751","12,577","13,461","13,437","13,854","15,038","16,176","16,643","16,564","17,551","17,535","19,450","20,232","20,934","21,723","22,592","23,495"
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,Employment,Persons employed (in thousands of persons),678,690,702,715,728,741,755,768,782,796,811,832,853,875,898,921,944,969,994,"1,019","1,045","1,078","1,112","1,147","1,183","1,220","1,259","1,298","1,339","1,381","1,424","1,461","1,497","1,535","1,574","1,614","1,652","1,703","1,717","1,739","1,748","1,754","1,836","1,681","1,645","1,642","1,652","1,689","1,705","1,764","1,768","1,787","1,850","1,930","1,991","2,077","2,096","2,153","2,184","2,216","2,244","2,278","2,286","2,263","2,303","2,352","2,364","2,387","2,410"
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,Population,Midyear population (in thousands of persons),"1,739","1,767","1,787","1,817","1,858","1,901","1,939","1,976","2,027","2,096","2,171","2,255","2,333","2,413","2,495","2,573","2,655","2,737","2,818","2,896","2,964","3,029","3,095","3,161","3,232","3,301","3,367","3,432","3,496","3,559","3,623","3,690","3,763","3,842","3,924","4,006","4,089","4,176","4,244","4,302","4,382","4,446","4,489","4,480","4,472","4,516","4,580","4,644","4,708","4,773","4,826","4,865","4,901","4,946","4,999","5,048","5,096","5,137","5,180","5,238","5,289","5,328","5,373","5,423","5,478","5,538","5,599","5,659","5,718"
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,583","9,426","9,272","9,662","9,560","8,980","8,632","8,282","9,048","9,116","9,277","8,515","7,012","6,663","5,460","5,173","5,506","5,919","5,988","6,000","6,312","6,577","6,352","6,517","6,761","6,470","6,610","6,985","7,407","7,510","7,382","7,704","7,671","8,595","8,785","8,901","9,189","9,463","9,751"
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,768","3,731","3,690","3,861","3,835","3,618","3,488","3,377","3,660","3,686","3,700","3,359","2,868","2,500","2,008","1,881","1,986","2,153","2,168","2,217","2,312","2,416","2,398","2,543","2,693","2,662","2,719","2,927","3,123","3,177","3,132","3,294","3,263","3,586","3,693","3,780","3,880","3,992","4,109"
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,GDP growth,"Growth of GDP, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,-4,-2,-1,10,2,2,-8,-14,-13,-20,-5,7,10,2,4,5,5,0,7,7,0,3,9,8,3,0,6,0,11,4,3,4,4,4
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,Employment growth,"Growth of employment, percent change",,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,1,0,0,5,-8,-2,0,1,2,1,3,0,1,4,4,3,4,1,3,1,1,1,2,0,-1,2,2,1,1,1
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,Population growth,"Growth of population, percent change",,2,1,2,2,2,2,2,3,3,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2,4,-1,-6,-4,-4,9,1,2,-8,-18,-5,-18,-5,6,8,1,0,5,4,-3,3,4,-4,2,6,6,1,-2,4,0,12,2,1,3,3,3
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central and Eastern Europe and Central Asia,KGZ,Kyrgyz Republic,Per Capita Income growth,"Growth of GDP per capita, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,5,-1,-6,-4,-3,8,1,0,-9,-15,-13,-20,-6,6,8,1,2,4,4,-1,6,6,-1,2,8,7,2,-1,5,-1,10,3,2,3,3,3
Central and Eastern Europe and Central Asia,LVA,Latvia,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,924","35,687","36,466","37,199","38,262","37,459","38,452","38,303","39,904","42,063","42,394","37,052","25,159","22,291","22,781","22,645","23,179","25,259","26,906","27,611","29,104","30,984","33,185","35,983","38,982","43,152","48,283","53,101","51,217","43,841","42,113","44,800","46,608","47,741","48,628","50,073","51,181","53,319","55,170"
Central and Eastern Europe and Central Asia,LVA,Latvia,Employment,Persons employed (in thousands of persons),635,646,658,670,682,694,706,719,732,745,758,773,787,801,816,831,847,863,878,895,911,919,927,935,942,950,958,966,974,983,991,994,997,"1,005","1,010","1,013","1,020","1,027","1,027","1,022","1,024","1,015",981,960,932,930,935,977,973,956,924,939,952,958,961,969,"1,025","1,064","1,055",904,844,856,869,889,877,889,886,892,890
Central and Eastern Europe and Central Asia,LVA,Latvia,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,976","1,976","1,976","1,976","1,976","1,976","1,987","1,938","1,928","1,878","1,906","1,907","1,878","2,002","1,952","1,935","1,952","1,934","1,928","1,938","1,902","1,902","1,875","1,875"
Central and Eastern Europe and Central Asia,LVA,Latvia,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,838","1,848","1,930","1,923","1,889","1,825","1,865","1,845","1,847","1,804","1,847","1,954","1,999","2,113","1,764","1,632","1,671","1,680","1,713","1,699","1,691","1,686","1,671","1,668"
Central and Eastern Europe and Central Asia,LVA,Latvia,Population,Midyear population (in thousands of persons),"1,936","1,951","1,964","1,976","1,991","2,002","2,026","2,056","2,072","2,089","2,115","2,146","2,173","2,199","2,227","2,254","2,279","2,301","2,322","2,342","2,361","2,382","2,401","2,421","2,442","2,462","2,477","2,491","2,505","2,514","2,525","2,537","2,552","2,570","2,588","2,606","2,627","2,649","2,664","2,667","2,664","2,651","2,615","2,564","2,521","2,485","2,458","2,433","2,410","2,391","2,368","2,338","2,311","2,288","2,263","2,239","2,219","2,201","2,178","2,142","2,098","2,060","2,035","2,013","1,994","1,978","1,960","1,945","1,932"
Central and Eastern Europe and Central Asia,LVA,Latvia,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,243","35,907","36,584","37,023","37,889","36,960","37,697","37,312","38,872","41,150","41,415","36,507","25,652","23,211","24,439","24,344","24,781","25,854","27,642","28,884","31,508","33,007","34,847","37,549","40,580","44,526","47,107","49,904","48,544","48,512","49,926","52,324","53,657","53,724","55,471","56,325","57,747","59,800","61,996"
Central and Eastern Europe and Central Asia,LVA,Latvia,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,13,14,15,16,17,18,19,22,23,25,27,24,25,26,27,28,28,29,30,30,32,33
Central and Eastern Europe and Central Asia,LVA,Latvia,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,834","14,067","14,288","14,475","14,784","14,372","14,639","14,460","14,979","15,770","15,916","13,977","9,622","8,695","9,036","9,111","9,431","10,381","11,162","11,548","12,291","13,255","14,362","15,724","17,222","19,272","21,761","24,129","23,519","20,467","20,074","21,747","22,907","23,716","24,386","25,317","26,115","27,409","28,561"
Central and Eastern Europe and Central Asia,LVA,Latvia,GDP growth,"Growth of GDP, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,-2,3,0,4,5,1,-13,-32,-11,2,-1,2,9,7,3,5,6,7,8,8,11,12,10,-4,-14,-4,6,4,2,2,3,2,4,3
Central and Eastern Europe and Central Asia,LVA,Latvia,Employment growth,"Growth of employment, percent change",,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,-1,-3,-2,-3,0,1,4,0,-2,-3,2,1,1,0,1,6,4,-1,-14,-7,2,1,2,-1,1,0,1,0
Central and Eastern Europe and Central Asia,LVA,Latvia,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,-2,-3,2,-1,0,-2,2,6,2,6,-16,-7,2,1,2,-1,-1,0,-1,0
Central and Eastern Europe and Central Asia,LVA,Latvia,Population growth,"Growth of population, percent change",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1
Central and Eastern Europe and Central Asia,LVA,Latvia,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,-2,2,-1,4,6,1,-12,-30,-10,5,0,2,4,7,4,9,5,6,8,8,10,6,6,-3,0,3,5,3,0,3,2,3,4,4
Central and Eastern Europe and Central Asia,LVA,Latvia,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,7,4,9,4,8,8,11,8,6,8,-9,2,4,4,3,0,3,4,2,5,4
Central and Eastern Europe and Central Asia,LVA,Latvia,Per Capita Income growth,"Growth of GDP per capita, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,-3,2,-1,4,5,1,-12,-31,-10,4,1,4,10,8,3,6,8,8,9,10,12,13,11,-3,-13,-2,8,5,4,3,4,3,5,4
Central and Eastern Europe and Central Asia,LTU,Lithuania,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,520","55,873","58,330","59,128","60,002","58,313","60,520","61,819","66,749","66,173","62,422","58,863","46,326","38,821","35,016","36,837","38,734","41,947","45,079","44,568","46,275","49,294","52,627","58,173","61,984","66,773","71,719","79,670","81,764","69,652","70,794","75,072","77,945","80,672","83,526","85,225","87,223","90,554","93,215"
Central and Eastern Europe and Central Asia,LTU,Lithuania,Employment,Persons employed (in thousands of persons),940,952,965,978,991,"1,004","1,018","1,031","1,045","1,059","1,073","1,091","1,109","1,128","1,147","1,166","1,186","1,206","1,226","1,247","1,268","1,287","1,306","1,325","1,344","1,364","1,384","1,405","1,425","1,446","1,468","1,482","1,491","1,506","1,520","1,535","1,547","1,562","1,567","1,570","1,529","1,535","1,514","1,503","1,495","1,483","1,497","1,506","1,494","1,461","1,399","1,346","1,395","1,426","1,410","1,421","1,416","1,445","1,426","1,317","1,247","1,253","1,275","1,292","1,318","1,335","1,361","1,354","1,351"
Central and Eastern Europe and Central Asia,LTU,Lithuania,Average Hours Worked,Annual hours worked per worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,729","1,727","1,733","1,780","1,726","1,846","1,831","1,802","1,786","1,879","1,879","1,874","1,904","1,934","1,863","1,884","1,859","1,857","1,841","1,834","1,859","1,885","1,844","1,846"
Central and Eastern Europe and Central Asia,LTU,Lithuania,Total Hours,Total annual hours worked (in millions of hours worked),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,565","2,585","2,610","2,659","2,523","2,583","2,465","2,513","2,546","2,649","2,669","2,654","2,751","2,757","2,453","2,349","2,329","2,368","2,379","2,416","2,482","2,566","2,497","2,493"
Central and Eastern Europe and Central Asia,LTU,Lithuania,Population,Midyear population (in thousands of persons),"2,553","2,562","2,584","2,594","2,597","2,614","2,641","2,652","2,672","2,718","2,765","2,810","2,850","2,886","2,923","2,959","2,997","3,034","3,069","3,102","3,138","3,178","3,213","3,246","3,276","3,305","3,334","3,361","3,387","3,411","3,435","3,462","3,492","3,523","3,555","3,587","3,620","3,653","3,674","3,681","3,695","3,701","3,697","3,680","3,654","3,626","3,599","3,572","3,546","3,521","3,497","3,468","3,440","3,412","3,374","3,320","3,267","3,229","3,196","3,160","3,095","3,026","2,985","2,955","2,930","2,903","2,866","2,830","2,797"
Central and Eastern Europe and Central Asia,LTU,Lithuania,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,463","37,706","39,124","39,269","39,481","37,999","39,121","39,581","42,603","42,146","40,830","38,358","30,599","25,834","23,415","24,837","25,874","27,850","30,165","30,495","33,073","36,623","37,734","40,803","43,957","47,000","50,640","55,130","57,335","52,906","56,782","59,928","61,138","62,445","63,382","63,852","64,078","66,873","69,016"
Central and Eastern Europe and Central Asia,LTU,Lithuania,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,16,17,18,18,20,21,23,23,25,27,29,30,28,30,32,33,34,35,34,34,36,37
Central and Eastern Europe and Central Asia,LTU,Lithuania,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,579","16,137","16,704","16,782","16,878","16,257","16,720","16,921","18,168","17,976","16,894","15,904","12,530","10,550","9,583","10,159","10,763","11,742","12,711","12,656","13,234","14,214","15,297","17,047","18,369","20,113","21,951","24,676","25,586","22,039","22,875","24,812","26,109","27,297","28,507","29,362","30,435","31,998","33,330"
Central and Eastern Europe and Central Asia,LTU,Lithuania,GDP growth,"Growth of GDP, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,-3,4,2,8,-1,-6,-6,-21,-16,-10,5,5,8,7,-1,4,7,7,11,7,8,7,11,3,-15,2,6,4,3,4,2,2,4,3
Central and Eastern Europe and Central Asia,LTU,Lithuania,Employment growth,"Growth of employment, percent change",,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-3,0,-1,-1,0,-1,1,1,-1,-2,-4,-4,4,2,-1,1,0,2,-1,-8,-5,0,2,1,2,1,2,-1,0
Central and Eastern Europe and Central Asia,LTU,Lithuania,Total Hours growth,"Growth of total hours worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,-5,2,-5,2,1,4,1,-1,4,0,-11,-4,-1,2,0,2,3,3,-3,0
Central and Eastern Europe and Central Asia,LTU,Lithuania,Population growth,"Growth of population, percent change",,0,1,0,0,1,1,0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1
Central and Eastern Europe and Central Asia,LTU,Lithuania,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,1,-4,3,1,8,-1,-3,-6,-20,-16,-9,6,4,8,8,1,8,11,3,8,8,7,8,9,4,-8,7,6,2,2,2,1,0,4,3
Central and Eastern Europe and Central Asia,LTU,Lithuania,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,5,4,1,12,5,9,2,7,8,7,2,-4,6,7,2,3,2,-1,-1,7,3
Central and Eastern Europe and Central Asia,LTU,Lithuania,Per Capita Income growth,"Growth of GDP per capita, percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,1,-4,3,1,7,-1,-6,-6,-21,-16,-9,6,6,9,8,0,5,7,8,11,8,9,9,12,4,-14,4,8,5,5,4,3,4,5,4
Central and Eastern Europe and Central Asia,MKD,Macedonia,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,531","22,819","23,111","22,628","23,352","23,183","24,801","24,488","23,691","24,149","21,686","20,342","18,999","17,574","17,258","17,068","17,273","17,515","18,095","18,880","19,739","19,133","19,419","19,851","20,779","21,760","22,878","24,359","25,692","25,600","26,460","27,079","26,955","27,744","28,751","29,859","30,728","31,261","32,116"
Central and Eastern Europe and Central Asia,MKD,Macedonia,Employment,Persons employed (in thousands of persons),402,405,408,411,414,418,421,424,427,431,434,441,448,455,462,469,477,484,492,499,507,520,533,546,560,574,588,603,618,633,649,673,699,723,741,760,787,824,821,820,808,784,748,707,670,606,579,548,562,583,593,580,599,599,560,587,615,633,683,713,687,697,705,745,763,780,799,818,835
